patient_id,EGFR,KRAS,ALK,ROS1,TP53,STK11,KEAP1,PTEN,BRAF,PIK3CA,NFE2L2,MET,GENE001,GENE002,GENE003,GENE004,GENE005,GENE006,GENE007,GENE008,GENE009,GENE010,GENE011,GENE012,GENE013,GENE014,GENE015,GENE016,GENE017,GENE018,GENE019,GENE020,GENE021,GENE022,GENE023,GENE024,GENE025,GENE026,GENE027,GENE028,GENE029,GENE030,GENE031,GENE032,GENE033,GENE034,GENE035,GENE036,GENE037,GENE038,GENE039,GENE040
PT0064,8.543,7.485,7.827,4.213,8.429,8.153,6.463,10.697,13.438,6.78,7.079,12.232,4.911,3.693,2.521,8.017,2.479,7.471,5.215,3.0,11.278,2.26,18.243,11.06,17.857,6.343,6.258,4.714,9.333,10.79,13.987,7.181,7.666,3.88,5.928,10.452,4.327,8.535,5.31,6.679,9.093,8.362,7.066,4.241,7.205,9.36,8.534,14.289,11.446,10.533,4.343,9.668
PT0065,9.341,14.657,4.611,10.725,3.494,8.77,4.481,5.756,11.189,9.204,9.203,7.987,5.346,8.059,10.49,8.941,5.167,9.541,12.038,11.135,5.293,4.541,4.646,15.523,8.346,5.246,4.095,6.285,12.951,6.366,10.844,31.604,4.496,7.506,5.096,8.383,5.016,7.33,10.858,3.842,3.462,10.066,7.44,4.941,8.831,5.657,8.926,1.63,6.109,1.722,4.162,15.093
PT0066,7.217,20.775,6.929,5.128,10.42,8.423,6.758,6.599,8.869,7.444,4.198,21.758,9.569,9.132,2.184,9.896,5.034,6.874,18.805,6.714,9.608,5.85,14.994,4.363,7.727,9.191,8.251,11.215,7.239,7.086,4.326,10.179,6.548,6.573,9.145,5.557,5.04,3.026,3.402,3.453,11.489,2.492,8.748,6.217,6.91,10.424,4.009,6.728,7.602,4.756,3.356,15.222
PT0067,12.752,5.963,10.074,9.604,13.028,9.275,2.778,3.936,5.309,15.877,7.522,7.032,14.69,12.247,5.976,13.072,11.821,4.524,5.468,3.588,5.414,3.988,4.397,11.814,7.89,5.261,3.626,6.647,8.012,5.869,8.371,12.709,9.481,6.484,9.815,6.938,4.008,5.462,8.949,5.158,7.005,3.426,14.471,6.194,2.05,8.875,8.188,2.199,4.158,8.827,7.149,9.181
PT0068,13.65,6.813,17.858,7.464,9.282,10.89,10.196,14.622,4.009,4.03,7.988,7.813,3.727,5.686,5.233,7.31,6.523,6.865,5.25,5.239,4.17,4.058,10.629,22.882,8.373,14.537,5.189,11.927,8.414,13.931,6.174,3.388,8.787,15.222,3.977,10.317,6.691,12.644,2.8,7.043,5.7,15.083,11.897,14.658,21.803,23.675,7.172,4.049,4.575,6.963,16.588,7.442
PT0069,7.228,6.949,4.714,4.259,6.734,9.693,6.754,5.32,4.918,4.52,14.645,4.821,6.365,10.291,5.438,7.334,4.629,7.736,6.953,5.677,3.669,12.084,13.795,2.39,6.252,10.474,8.656,5.866,10.331,16.577,6.444,6.106,4.037,10.762,3.091,6.674,9.907,8.668,2.973,13.577,11.262,3.48,19.107,6.419,9.588,2.392,1.867,8.242,3.705,13.484,4.717,5.0
PT0070,20.522,7.033,9.851,10.08,13.193,8.895,6.569,6.707,5.352,10.069,20.566,5.836,8.528,19.445,7.203,24.657,8.191,12.912,6.115,5.263,5.59,4.198,20.432,6.109,8.785,6.114,4.684,8.652,2.965,7.094,3.488,5.67,10.898,6.421,14.3,5.122,11.384,5.476,7.167,5.251,7.429,10.512,5.767,7.312,7.483,7.675,6.6,14.826,11.869,3.188,4.749,8.946
PT0071,3.338,4.8,20.554,3.954,7.618,9.822,17.771,16.846,5.617,4.392,10.003,6.164,6.497,5.938,11.327,4.306,9.038,3.978,2.746,14.48,5.987,8.48,6.928,10.436,6.839,9.494,7.301,4.453,14.88,11.507,2.648,17.912,5.041,10.777,9.194,8.979,17.087,7.249,8.317,9.178,4.546,11.349,12.323,2.666,6.858,16.688,5.066,5.836,8.737,23.417,6.415,10.204
PT0072,8.335,9.256,7.522,13.817,12.677,6.745,7.686,6.474,3.938,8.567,6.237,6.785,5.633,6.008,4.812,6.413,16.435,6.769,2.34,2.878,4.118,8.109,3.356,5.129,6.285,5.395,10.253,13.921,8.787,3.655,12.368,6.487,3.401,8.785,3.981,6.94,9.755,5.296,6.672,19.944,11.549,18.571,8.306,5.362,5.189,2.912,4.399,15.406,4.478,9.078,6.546,7.985
PT0073,16.989,9.454,14.942,7.601,22.357,12.475,7.014,3.334,17.2,7.236,22.879,6.281,20.71,6.275,5.436,6.159,8.383,4.717,3.932,5.806,15.312,6.09,10.917,2.947,9.365,5.538,15.608,2.693,7.539,3.974,11.317,7.267,11.736,6.146,12.52,7.886,37.526,2.811,2.545,19.326,6.351,6.297,15.621,19.536,5.309,11.563,3.946,6.999,6.01,6.061,7.082,2.667
PT0074,5.839,10.032,2.052,4.57,11.73,7.266,6.448,4.561,8.476,2.77,8.587,16.186,4.611,3.522,10.268,10.807,5.942,8.263,5.487,8.098,7.647,23.655,5.234,8.583,10.161,12.731,13.536,8.394,4.381,10.648,3.642,5.879,8.798,3.741,13.672,4.112,7.958,6.573,13.03,12.538,8.472,5.024,5.847,17.229,7.328,7.64,2.399,6.447,4.291,4.853,14.192,5.988
PT0075,5.262,4.838,14.809,3.169,13.149,18.415,7.315,6.061,2.649,10.131,7.227,4.552,8.406,6.155,9.193,12.807,5.76,5.545,9.264,9.055,4.871,3.708,4.404,7.983,8.837,3.396,11.53,9.599,8.542,3.153,6.309,1.798,6.641,5.064,9.642,7.208,4.188,5.332,12.493,12.128,14.156,5.13,10.663,2.392,11.291,9.071,4.131,3.444,2.767,4.417,6.953,5.398
PT0076,14.509,8.64,7.245,15.715,10.237,8.553,14.909,17.723,4.24,14.324,9.942,3.957,5.499,16.458,10.144,3.795,4.939,1.604,5.774,2.558,15.88,26.437,5.546,5.103,11.898,9.588,9.471,2.039,19.906,29.216,7.758,13.294,5.04,18.84,9.823,6.148,3.534,3.942,4.673,2.24,3.545,5.058,10.367,16.249,8.309,5.434,2.266,3.926,11.939,5.182,7.275,7.625
PT0077,9.479,3.135,2.904,14.551,8.443,8.69,5.595,8.118,3.737,8.074,9.265,4.599,6.689,4.654,8.473,13.629,9.415,11.542,8.163,7.87,11.398,4.515,4.764,8.276,18.788,20.001,3.904,3.273,5.593,12.199,5.627,2.897,10.947,7.407,5.861,3.588,8.327,6.649,13.95,5.949,10.445,3.2,4.792,6.509,7.966,5.848,9.745,5.063,8.803,7.404,7.305,6.536
PT0078,3.965,11.818,10.669,4.108,8.543,5.204,4.423,6.485,8.342,3.658,10.409,5.857,2.239,6.697,6.462,4.056,11.084,5.234,14.652,3.956,5.196,6.367,10.518,11.57,17.448,2.476,4.782,3.463,3.359,17.423,9.681,5.607,6.509,9.519,1.803,15.948,11.207,6.258,5.286,8.609,11.407,4.184,7.438,3.787,10.681,2.938,4.279,6.84,15.847,4.626,4.193,6.906
PT0079,10.635,5.8,12.178,15.939,9.189,8.113,14.771,11.001,12.71,10.746,7.613,12.2,10.938,13.319,5.759,27.179,6.606,4.24,32.585,5.472,4.551,8.476,8.014,12.092,7.816,25.47,4.739,7.004,9.317,7.117,6.189,3.396,5.257,16.711,10.872,7.95,11.745,7.942,7.337,7.535,22.205,5.584,6.67,9.826,5.083,5.806,10.607,17.596,7.071,8.831,4.416,6.504
PT0080,5.867,7.534,13.165,7.989,13.37,9.305,7.784,13.965,4.475,4.366,7.049,12.37,6.319,9.75,5.8,5.259,6.911,3.46,11.506,3.381,6.904,12.675,10.135,9.03,4.317,2.868,5.594,6.413,7.608,3.821,3.749,5.54,9.866,5.065,5.147,8.375,7.477,7.403,4.838,11.139,2.869,5.795,5.854,10.725,11.988,6.416,5.919,17.57,7.039,5.682,2.399,10.673
PT0081,5.941,6.773,13.107,6.664,4.579,8.391,7.45,4.965,10.122,6.867,18.165,12.107,4.332,8.254,11.091,12.796,14.644,4.29,4.629,10.396,10.859,10.335,11.019,3.943,13.134,2.441,6.872,6.18,7.328,4.807,6.096,5.937,8.589,12.3,20.35,11.42,14.372,8.01,4.286,12.554,10.971,10.547,5.246,10.528,5.902,4.992,7.863,12.615,5.501,9.795,5.231,4.68
PT0082,6.684,5.595,7.176,7.095,6.588,5.575,22.09,14.912,6.421,8.931,15.921,8.17,16.127,6.249,14.625,6.435,7.77,3.836,12.196,31.701,3.777,6.119,6.106,6.268,7.876,2.609,4.545,9.843,3.538,4.839,9.411,5.786,4.063,2.069,6.222,14.85,7.589,6.516,3.313,9.883,22.302,10.495,3.704,9.167,9.752,16.201,5.182,7.68,5.191,4.706,4.98,7.963
PT0083,5.669,5.675,5.047,6.518,11.366,4.762,6.794,11.179,13.253,4.966,10.959,24.268,6.114,6.967,18.38,10.498,9.463,6.738,7.469,11.667,13.398,6.123,10.241,2.341,10.926,4.203,5.902,22.22,9.238,11.287,4.737,15.468,13.953,4.36,10.076,12.338,6.066,5.044,6.205,4.447,8.852,7.467,8.987,15.824,5.314,7.807,5.707,9.262,5.8,7.741,6.973,4.843
PT0084,6.575,4.765,5.809,14.414,5.962,8.847,8.363,9.104,14.791,3.169,8.466,6.271,5.168,7.417,4.447,5.059,4.315,7.767,8.851,6.253,6.26,13.127,13.036,4.29,6.245,5.603,12.932,4.438,10.29,4.467,10.942,4.096,3.217,2.482,5.225,5.276,6.812,6.938,10.052,5.917,7.485,2.964,7.678,6.994,11.519,13.6,7.512,13.958,4.984,4.816,12.159,10.069
PT0085,6.007,19.265,7.159,7.926,7.27,9.076,4.751,2.217,8.654,6.793,7.912,4.166,4.601,10.364,6.482,7.865,5.475,6.962,12.009,3.127,11.459,15.706,17.687,7.921,11.394,2.884,5.89,8.687,0.89,4.988,12.706,6.396,4.961,7.176,3.723,8.292,7.729,7.272,5.958,4.678,6.137,9.684,7.926,9.821,4.109,8.898,5.871,3.579,6.196,12.745,2.528,8.566
PT0086,4.361,9.807,8.885,3.126,6.887,11.375,7.837,8.023,10.643,7.131,14.573,7.293,11.972,7.668,7.264,7.445,2.562,8.619,10.942,10.914,7.07,5.59,7.953,9.592,4.293,6.825,2.763,7.453,8.122,16.113,10.178,9.81,8.926,7.281,5.878,5.505,10.087,11.818,9.823,13.005,3.104,6.3,6.968,26.25,17.998,4.368,9.277,6.826,8.35,7.111,10.581,7.941
PT0087,7.435,9.594,5.752,19.636,10.486,15.141,12.472,14.643,7.378,4.787,7.942,8.178,7.127,11.745,6.709,7.71,3.752,4.813,3.923,12.752,9.646,13.467,6.487,7.202,8.118,11.391,6.373,12.419,10.949,4.087,9.946,6.078,7.105,5.031,21.54,6.614,3.99,7.475,11.083,9.138,14.293,2.851,8.667,7.819,5.763,6.796,3.852,11.024,5.637,8.347,17.266,11.301
PT0088,9.215,21.965,7.458,11.154,12.353,7.948,13.472,6.339,6.112,4.963,7.89,8.559,6.017,2.934,4.267,10.958,8.872,9.717,4.269,4.271,10.417,9.697,4.726,7.24,3.828,5.092,6.826,2.577,4.813,5.445,7.167,5.752,11.101,5.25,7.69,9.0,4.344,5.17,15.392,14.315,3.863,5.549,5.33,3.42,5.799,6.785,4.788,4.343,17.755,17.321,7.117,9.699
PT0089,12.043,8.394,11.192,4.444,15.802,4.79,3.923,23.212,4.093,10.475,5.988,6.804,3.623,11.068,20.205,5.902,13.715,6.872,8.524,11.294,14.379,8.305,6.095,2.738,20.326,8.014,6.128,3.304,2.615,14.608,9.858,19.829,9.949,30.452,2.871,13.453,13.316,10.967,12.095,8.141,2.876,4.892,4.659,15.357,4.949,5.88,3.477,16.456,6.286,8.094,7.669,13.129
PT0090,7.797,10.897,8.541,6.256,10.004,7.989,11.604,7.55,8.724,6.963,5.53,5.96,4.472,5.682,14.745,6.258,6.475,8.987,10.566,3.071,5.331,4.217,7.379,3.834,6.581,10.308,21.675,4.305,7.853,25.603,5.206,11.041,2.262,8.824,12.695,4.354,6.156,7.186,7.368,4.408,10.851,7.236,8.953,7.911,4.277,11.711,15.464,9.311,12.941,5.017,16.927,3.683
PT0091,6.384,8.83,22.422,4.844,6.254,3.698,11.295,4.366,7.13,5.781,7.58,8.479,8.347,7.425,6.712,3.809,4.09,9.771,21.037,3.928,19.382,3.896,8.277,4.091,2.649,18.144,11.754,4.287,21.638,3.306,2.32,4.909,14.488,9.369,13.657,10.915,13.375,11.015,8.241,7.023,12.286,8.588,8.74,4.132,6.305,10.293,15.386,8.737,17.446,6.695,10.566,7.426
PT0092,3.725,14.56,20.971,7.552,9.386,5.21,9.156,9.807,6.08,5.432,9.022,5.195,6.95,5.988,5.857,6.866,7.74,6.042,10.04,7.731,4.039,9.081,3.886,5.406,14.084,7.209,17.316,8.198,8.974,2.254,5.273,8.514,5.791,4.661,5.079,8.994,10.265,21.446,6.756,4.537,11.292,16.28,9.545,17.376,3.442,6.305,7.236,8.373,5.94,5.77,9.157,5.109
PT0093,6.379,10.349,4.148,8.883,11.254,13.632,29.479,8.44,7.108,7.907,6.861,5.813,2.568,10.141,7.223,5.755,13.037,13.27,6.245,3.716,8.864,1.827,6.069,5.392,12.124,10.853,5.386,5.768,22.883,5.276,15.491,4.755,7.445,4.903,8.017,4.441,8.652,10.925,4.719,3.605,11.137,5.169,9.002,12.792,11.768,9.455,8.627,5.884,13.916,10.242,4.841,14.38
PT0094,15.584,9.363,5.513,8.258,15.197,11.126,9.813,11.069,6.725,7.618,8.695,4.315,4.538,6.965,4.106,11.461,6.816,10.697,5.883,10.345,10.62,5.709,6.682,21.635,14.789,9.779,10.778,2.719,8.881,8.269,12.557,9.389,5.082,7.963,7.579,31.756,13.604,3.861,3.934,3.289,4.497,7.802,4.061,6.924,6.745,4.799,5.862,9.207,9.76,18.531,5.604,9.305
PT0095,12.095,7.865,3.832,5.588,4.248,6.271,4.795,6.512,4.363,6.685,7.688,16.311,7.868,10.058,6.183,10.3,11.66,5.924,5.266,14.254,7.694,9.062,5.552,12.016,4.292,7.741,8.326,5.052,6.736,7.295,4.387,3.646,4.33,6.167,5.174,7.036,6.872,4.591,17.088,11.975,7.025,4.284,4.169,8.435,2.54,5.819,6.357,5.939,4.504,17.825,10.844,6.336
PT0096,5.233,10.127,4.113,5.085,9.939,6.779,11.182,14.026,5.652,3.681,7.919,9.24,26.872,4.962,10.434,5.124,7.164,17.113,3.948,7.445,11.786,3.182,5.504,4.346,9.044,6.338,7.028,3.297,5.109,5.654,6.681,11.194,10.271,6.635,7.929,13.548,10.342,9.437,4.614,6.371,6.082,5.445,5.182,3.009,7.295,14.247,19.504,5.565,6.224,6.905,12.083,11.486
PT0097,13.589,14.298,9.518,10.974,4.586,8.302,2.893,5.508,13.191,6.064,5.454,21.141,4.821,8.112,15.808,9.188,4.014,16.345,3.933,9.141,3.416,16.55,8.667,5.192,14.412,9.057,4.81,5.006,15.127,3.941,5.207,9.03,9.458,6.255,3.458,7.242,11.204,3.187,9.604,4.318,4.692,3.723,18.209,7.912,9.291,12.88,8.492,6.951,1.809,7.496,7.927,6.831
PT0098,5.781,3.82,4.476,7.05,11.134,3.284,16.848,7.786,6.565,5.347,6.974,7.941,2.311,13.549,11.026,14.217,4.715,3.416,5.687,15.507,7.436,16.819,4.635,5.512,6.866,10.711,8.182,6.614,3.887,11.338,4.123,8.865,8.463,3.078,9.057,8.965,12.626,5.754,15.241,5.433,8.746,6.982,9.881,2.45,7.944,11.773,7.126,14.182,5.235,12.928,14.591,7.854
PT0099,13.632,8.57,4.357,21.134,10.385,10.55,12.55,3.891,15.001,7.513,10.392,10.174,10.303,12.814,13.358,6.629,6.511,2.412,7.824,9.266,12.458,4.312,9.19,5.405,9.113,3.856,2.756,4.946,5.545,5.778,6.319,7.456,5.374,8.668,12.437,11.619,4.604,8.113,8.069,7.291,4.271,9.481,4.277,3.936,5.406,16.564,5.929,4.337,8.725,10.609,16.392,6.387
PT0100,9.563,6.743,6.379,5.069,10.979,7.533,6.143,4.873,4.116,12.797,12.603,9.395,5.527,6.196,4.414,4.092,22.916,5.35,5.115,13.512,7.652,6.935,4.416,5.578,6.762,6.232,11.9,13.205,6.108,5.391,11.055,8.361,16.426,8.044,4.959,7.653,7.33,5.673,5.48,6.794,6.673,6.14,11.995,15.991,6.597,7.607,8.88,10.828,5.338,2.263,2.977,12.661
PT0101,10.609,6.461,10.786,10.678,11.43,18.947,10.353,8.075,3.718,11.573,8.135,7.461,3.629,7.929,1.578,25.257,9.879,9.095,7.51,14.364,4.406,6.886,8.142,2.606,6.462,8.948,29.92,21.882,8.694,7.613,7.651,4.827,9.019,9.487,10.545,7.496,15.939,4.729,8.828,6.345,15.106,14.508,10.659,8.13,2.027,6.546,9.793,12.305,7.179,4.777,6.474,7.54
PT0102,9.86,3.333,6.117,7.56,9.396,5.254,12.052,5.238,7.882,9.951,8.083,6.503,9.31,6.157,13.883,9.717,6.569,11.448,6.497,4.408,8.232,5.589,4.344,12.994,14.866,8.764,15.543,9.28,7.689,15.339,6.568,7.702,10.039,10.197,11.096,13.954,10.697,7.08,15.923,5.544,6.906,7.004,5.884,2.945,3.66,8.614,5.456,6.757,6.333,5.825,5.833,14.017
PT0103,7.815,12.276,6.111,5.182,6.349,13.179,20.43,5.814,10.951,7.676,7.341,9.213,6.254,6.967,7.913,10.475,8.537,10.026,6.665,20.624,8.36,5.747,12.854,10.164,5.136,8.913,2.543,3.41,3.606,8.156,2.515,10.072,7.802,17.687,10.028,12.977,14.832,5.997,4.506,10.944,6.695,11.148,10.339,5.221,2.372,12.45,6.498,5.969,6.059,5.196,8.985,4.968
PT0104,8.506,6.008,11.429,13.959,10.055,6.9,7.23,6.572,5.298,6.206,20.548,2.774,4.339,7.455,6.979,25.811,8.215,7.204,6.022,12.79,4.669,9.346,10.441,9.965,7.67,17.297,8.074,14.62,4.197,26.985,22.205,9.289,8.682,5.945,15.529,25.663,16.253,5.59,4.63,6.091,10.832,6.252,8.04,10.94,3.562,15.212,10.192,9.591,6.908,7.601,26.758,7.749
PT0105,4.227,7.504,9.18,7.828,13.709,13.368,5.164,8.286,10.144,8.563,13.186,6.45,3.645,13.445,15.951,4.938,5.936,11.64,8.59,7.843,14.65,16.884,13.879,7.622,10.022,12.846,5.009,20.242,17.565,6.372,4.156,4.668,13.379,7.996,7.566,8.696,5.556,9.4,5.632,18.339,3.878,7.131,7.418,6.467,9.908,7.573,7.725,5.321,6.036,9.46,4.949,4.657
PT0106,8.916,6.163,9.109,4.868,7.488,5.721,2.648,10.733,11.859,5.76,4.739,13.132,6.605,9.859,4.608,8.583,7.018,10.28,7.517,10.81,5.843,7.664,4.943,9.118,7.699,3.975,5.367,6.631,7.85,10.129,7.501,9.927,12.655,14.126,5.182,3.071,7.397,5.218,10.732,4.737,8.581,16.972,8.506,7.595,12.983,7.322,5.697,3.16,6.249,4.041,5.126,11.284
PT0107,12.423,4.17,11.597,6.366,8.667,12.148,8.514,10.744,12.73,6.153,9.77,2.806,7.335,15.195,4.623,2.851,6.517,5.858,2.032,8.502,4.585,7.75,3.939,6.034,11.43,16.847,6.386,8.74,7.521,2.578,11.167,4.081,13.071,6.027,11.194,3.641,15.541,6.446,10.912,1.824,13.094,4.555,13.217,6.567,14.797,13.44,8.199,15.133,10.079,11.294,10.887,6.867
PT0108,56.306,7.388,4.43,11.883,4.798,7.419,4.989,12.224,6.985,4.819,8.325,6.211,2.888,15.789,5.11,9.426,10.682,7.943,8.488,8.163,8.035,7.86,3.937,2.687,2.834,5.26,13.238,12.428,6.325,5.411,8.117,5.167,7.932,12.744,9.804,9.728,9.815,13.526,5.463,4.736,9.812,10.161,10.297,3.946,5.194,9.943,7.541,3.611,21.355,7.371,4.695,4.418
PT0109,12.027,3.856,8.094,4.17,14.29,6.053,6.9,8.092,7.199,7.076,6.264,11.14,11.497,3.958,15.562,8.979,16.024,12.213,7.848,4.551,5.521,5.21,6.611,7.682,13.254,4.933,10.573,8.011,8.649,7.385,11.257,4.851,8.017,5.688,2.59,4.52,4.81,11.216,7.56,9.739,4.955,3.206,3.157,13.944,8.713,8.347,6.595,5.347,5.449,10.405,6.267,10.831
PT0110,7.544,5.503,5.334,14.067,6.396,7.596,11.02,5.545,3.201,6.996,5.087,13.849,3.724,8.613,11.342,4.977,14.284,5.318,5.524,6.046,6.934,10.054,12.166,7.317,4.206,13.039,4.787,13.432,5.184,5.279,2.32,5.491,4.19,5.801,7.816,3.639,9.403,7.363,11.43,8.632,11.167,6.44,5.488,3.012,6.012,5.215,5.702,4.988,7.437,18.649,13.108,11.401
PT0111,4.345,7.654,12.056,10.175,5.5,11.057,7.127,3.28,7.476,17.839,9.746,7.08,14.152,5.936,3.127,4.807,6.314,5.347,8.098,6.252,8.56,5.745,10.282,3.731,6.788,6.362,9.705,9.532,13.057,5.069,4.774,6.996,6.804,4.249,5.175,13.284,9.179,6.593,4.003,10.395,5.859,11.394,14.48,6.177,8.545,6.965,8.787,6.671,6.27,5.774,15.461,7.269
PT0112,12.277,7.494,10.87,6.488,6.047,9.291,4.639,6.126,8.518,9.512,3.908,9.263,8.292,3.332,15.87,6.745,9.73,4.832,5.299,12.301,6.209,4.499,10.116,2.346,6.37,3.18,7.906,5.384,11.491,5.67,5.276,10.472,5.661,6.764,6.251,3.307,5.743,8.287,6.801,10.962,10.851,21.63,21.781,3.588,7.757,8.004,5.64,11.242,5.637,2.834,17.287,5.276
PT0113,5.571,8.727,4.36,13.926,6.545,17.456,13.937,4.886,15.116,6.043,5.633,19.743,6.399,4.342,7.305,6.562,5.163,14.839,7.909,9.213,10.21,10.198,4.103,12.757,9.519,10.312,20.425,5.717,7.484,4.613,3.775,12.711,4.943,20.096,7.897,3.293,6.166,8.156,9.025,18.01,4.391,11.089,4.327,6.439,4.694,8.396,4.089,5.703,8.898,5.8,13.327,8.521
PT0114,4.827,7.012,14.048,16.727,6.641,11.435,6.807,2.92,3.881,10.596,15.325,14.065,8.309,5.773,8.878,16.273,4.302,10.094,4.85,8.909,8.821,2.898,12.29,4.325,6.888,9.448,3.485,6.426,11.851,5.724,3.356,9.333,7.505,17.875,16.142,8.131,11.896,3.816,10.308,5.691,4.14,8.074,13.05,7.093,12.448,7.611,4.823,6.188,7.912,7.173,6.643,16.317
PT0115,10.471,22.549,4.102,9.775,14.75,3.421,8.503,16.775,4.813,5.77,11.98,6.751,5.223,16.881,5.036,6.518,7.679,10.985,10.405,6.954,13.891,5.719,10.404,6.505,6.118,9.887,6.886,5.2,6.937,7.776,11.457,5.134,7.782,7.581,9.26,13.606,10.71,4.941,10.265,13.173,15.871,6.373,3.59,6.493,5.599,12.777,6.83,8.43,14.618,5.838,7.361,4.66
PT0116,3.945,9.994,12.938,8.002,12.018,6.793,14.567,2.885,4.45,11.881,7.161,5.469,6.799,7.723,17.643,6.803,10.003,6.067,8.834,13.392,4.661,6.046,5.677,5.086,10.602,3.667,4.53,13.799,6.101,9.015,3.906,10.844,5.247,9.351,5.379,11.205,4.3,12.659,3.57,8.288,6.564,6.159,13.683,7.937,5.244,8.008,4.927,5.295,12.899,6.576,14.286,3.186
PT0117,15.629,5.161,8.054,17.517,15.388,3.627,5.606,8.741,11.645,10.608,6.157,12.249,16.006,6.751,8.925,6.743,7.17,7.18,3.657,2.29,7.883,6.885,2.198,16.755,20.867,11.315,7.189,8.502,12.279,4.381,12.775,12.203,3.202,12.787,5.68,4.198,4.715,4.505,7.018,6.753,6.586,7.558,6.593,10.328,6.183,6.709,3.867,9.301,5.681,4.415,6.096,7.193
PT0118,15.509,6.476,4.745,14.863,16.649,7.183,4.693,9.669,2.053,29.713,4.831,10.181,5.28,7.296,13.527,3.307,11.151,13.168,5.284,4.765,8.664,3.411,5.043,3.414,5.591,5.477,2.632,6.598,7.182,6.757,11.57,5.076,6.571,4.293,8.351,10.929,6.396,16.622,5.44,16.73,3.771,7.607,13.071,2.683,5.128,6.362,11.73,13.622,3.594,9.578,10.899,3.761
PT0119,7.121,6.298,4.203,4.79,5.938,11.062,27.295,6.489,4.272,4.287,3.041,8.483,10.57,5.115,4.526,5.77,11.153,6.354,10.507,11.554,8.79,4.586,6.905,12.215,5.446,11.887,4.57,10.788,5.029,5.018,6.204,4.09,7.502,5.913,9.199,4.487,7.526,10.299,8.179,15.811,5.579,13.71,9.992,7.342,3.009,8.969,3.448,9.244,8.602,15.096,5.708,3.244
PT0120,5.465,7.941,6.27,6.708,10.581,4.117,8.602,26.987,20.979,7.008,6.486,6.585,4.485,8.059,10.101,3.742,10.767,12.973,9.086,6.037,2.707,6.848,15.526,2.026,5.659,3.979,6.901,7.543,16.557,11.796,3.686,6.879,8.752,6.61,29.187,8.682,7.189,7.196,9.051,3.425,15.161,4.784,5.038,13.36,6.661,9.759,4.777,18.613,11.362,10.811,12.478,8.356
PT0121,6.09,6.629,7.196,6.681,15.628,5.564,4.411,7.382,10.302,6.868,6.555,10.875,6.958,7.076,7.574,7.847,6.853,7.212,7.971,9.982,4.514,9.953,8.147,11.428,4.132,4.594,5.396,12.086,6.864,17.82,5.494,19.695,4.793,2.878,4.688,1.598,4.897,5.765,6.912,12.167,9.334,4.684,4.603,16.114,8.666,9.948,11.904,10.075,10.185,4.591,10.956,9.086
PT0122,3.577,5.515,5.135,6.097,22.693,9.496,8.812,4.96,3.771,8.39,5.978,6.687,11.377,3.315,6.522,2.455,3.768,7.203,4.27,15.636,8.97,6.958,7.131,5.615,4.138,2.749,4.669,16.024,9.415,8.27,5.153,6.383,3.878,4.913,5.682,3.936,8.764,7.767,8.2,11.564,7.13,12.531,4.033,11.409,10.24,9.807,5.087,9.961,7.851,7.574,3.975,11.03
PT0123,9.015,17.855,9.603,3.667,3.691,7.693,7.483,17.792,7.168,10.265,12.361,6.51,3.853,5.699,4.937,4.192,18.068,9.547,5.332,10.766,10.13,6.642,15.624,2.325,5.967,5.041,6.843,7.901,15.919,9.236,5.317,6.808,2.966,5.325,12.188,8.931,2.681,10.917,21.828,4.032,2.794,10.1,3.036,3.673,6.087,5.802,5.752,1.901,7.235,9.184,6.067,8.825
PT0124,9.871,8.843,3.657,11.27,4.701,17.56,5.573,4.875,11.339,4.522,9.289,6.568,8.31,38.714,5.208,8.363,5.842,11.077,8.062,3.649,7.761,4.852,15.38,7.406,10.703,12.906,5.482,5.451,4.012,6.566,5.001,10.594,7.403,6.145,6.326,6.872,4.847,9.238,18.444,5.2,10.911,5.916,1.505,5.025,16.14,13.927,3.393,5.499,7.261,4.479,5.934,10.091
PT0125,8.612,7.778,7.255,7.684,10.255,10.021,7.994,3.536,9.763,5.107,7.406,3.521,2.398,10.105,4.17,2.572,10.636,17.158,8.603,6.602,8.362,7.445,8.801,6.933,5.863,8.453,4.564,4.079,6.46,9.594,7.561,4.109,5.543,6.498,8.236,9.082,7.512,14.315,11.764,6.709,8.957,6.628,4.382,11.106,5.275,4.335,7.118,11.851,6.605,7.051,11.462,7.707
PT0126,10.534,8.145,7.284,7.739,7.653,11.182,7.465,4.394,6.606,8.411,17.133,18.927,3.96,7.06,5.298,3.373,9.415,6.159,7.384,4.253,13.974,1.834,9.877,3.201,5.017,5.609,6.435,17.247,12.171,6.773,6.378,4.311,9.997,2.352,3.362,1.056,7.401,9.323,7.501,6.836,12.976,9.594,7.716,12.97,5.388,2.62,2.854,3.899,8.064,4.878,6.52,15.487
PT0127,7.966,7.39,2.901,14.289,6.237,18.743,7.489,5.28,4.949,11.621,10.442,15.721,5.7,10.282,7.168,12.112,6.23,16.607,4.951,9.212,6.423,10.17,13.327,8.589,7.134,15.08,7.369,8.758,6.501,3.994,7.167,6.998,3.644,8.957,3.335,14.926,7.006,5.324,20.412,12.584,5.794,6.404,6.188,5.812,2.199,10.639,10.541,6.502,9.518,16.801,2.548,6.266
